sku,name,brand,category,price,url,in_stock,description,manufacturer_part_number,upc,weight,custom_fields,image_url
220-801-00100,"TT Printer 220Xi4; 203dpi, US Cord, Serial, Parallel, USB, Int 10/100, Cutter with Catch Tray | 220-801-00100",,1609,7428.5,https://arrowheadphx.com/tt-printer-220xi4-203dpi-us-cord-serial-parallel-usb-int-10-100-cutter-with-catch-tray-220-801-00100/,True,"TT Printer 220Xi4; 203dpi, US Cord, Serial, Parallel, USB, Int 10/100, Cutter with Catch Tray",220-801-00100,,1,"[{""PRODUCT_TYPE"": ""Printer""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Industrial Printers""}, {""PRODUCT_MODEL_TYPE"": ""220Xi4""}, {""PRODUCT_FRIENDLY_NAME"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""ITEM_TYPE"": ""Standard Configurations""}, {""SHORT_MARKETING_DESC"": ""TT Printer 220Xi4; 203dpi, US Cord, Serial, Parallel, USB, Int 10/100, Cutter with Catch Tray""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Designed for fast printing of chemical drum and other wide-label applications""}, {""FEATURE_2"": ""The Zebra 220Xi4 printer is legendary for durability, outstanding print quality, fast throughput, long life and unparalleled reliability in demanding applications.""}, {""FEATURE_3"": ""The Zebra 220Xi4 is easy to integrate with a variety of network connections.""}, {""FEATURE_4"": ""The front panel display simplifies setup and has an optional customizable menu and support for a wide assortment of languages.""}, {""FEATURE_5"": ""The long-proven Xi series platform is designed and built to work nonstop, all day, every day.""}, {""IMAGE_URL"": ""https://www.zebra.com/content/dam/zebra_dam/global/photography/product/0007/220xi4-no-media-photo.220Xi4_nomedia-web-72dpi.jpeg?im=p""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""220-801-00100""}, {""LIST_PRICE"": ""9464.280000""}, {""MAP_PRICE"": ""8044.638000""}, {""SPEC_SHEET_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/spec-sheets/220xi4-spec-sheet-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/printhead-eol-printer-replacement-faq-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/Xi4-FAQs-English.docx""}, {""SUPPLY_MODEL"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""PRINT_WIDTH"": ""8.5-inch""}, {""PRINT_RESOLUTION"": ""203 dpi, 300 dpi""}, {""PRODUCT_FAMILY"": ""220Xi4""}]",https://cdn11.bigcommerce.com/s-d90c8/products/321/images/654/zebra_220xi4__45658.1338524863.500.750.jpg?c=2
220-801-00200,"TT Printer 220Xi4; 203dpi, US Cord, Serial, Parallel, USB, Int 10/100, Rewind with Peel | 220-801-00200",,1609,6813.36,https://arrowheadphx.com/220xi4-direct-thermal-thermal-transfer-bar-code-printer-220-801-00200/,False,"TT Printer 220Xi4; 203dpi, US Cord, Serial, Parallel, USB, Int 10/100, Rewind with Peel",220-801-00200,,2,"[{""PRODUCT_TYPE"": ""Printer""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Industrial Printers""}, {""PRODUCT_MODEL_TYPE"": ""220Xi4""}, {""PRODUCT_FRIENDLY_NAME"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""ITEM_TYPE"": ""Standard Configurations""}, {""SHORT_MARKETING_DESC"": ""TT Printer 220Xi4; 203dpi, US Cord, Serial, Parallel, USB, Int 10/100, Rewind with Peel""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Designed for fast printing of chemical drum and other wide-label applications""}, {""FEATURE_2"": ""The Zebra 220Xi4 printer is legendary for durability, outstanding print quality, fast throughput, long life and unparalleled reliability in demanding applications.""}, {""FEATURE_3"": ""The Zebra 220Xi4 is easy to integrate with a variety of network connections.""}, {""FEATURE_4"": ""The front panel display simplifies setup and has an optional customizable menu and support for a wide assortment of languages.""}, {""FEATURE_5"": ""The long-proven Xi series platform is designed and built to work nonstop, all day, every day.""}, {""IMAGE_URL"": ""https://www.zebra.com/content/dam/zebra_dam/global/photography/product/0007/220xi4-no-media-photo.220Xi4_nomedia-web-72dpi.jpeg?im=p""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""220-801-00200""}, {""LIST_PRICE"": ""8680.540000""}, {""MAP_PRICE"": ""7378.459000""}, {""SPEC_SHEET_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/spec-sheets/220xi4-spec-sheet-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/printhead-eol-printer-replacement-faq-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/Xi4-FAQs-English.docx""}, {""SUPPLY_MODEL"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""PRINT_WIDTH"": ""8.5-inch""}, {""PRINT_RESOLUTION"": ""203 dpi, 300 dpi""}, {""PRODUCT_FAMILY"": ""220Xi4""}]",https://cdn11.bigcommerce.com/s-d90c8/products/322/images/655/zebra_220xi4__63683.1338524863.500.750.jpg?c=2
223-801-00000,"TT Printer 220Xi4; 300dpi, US Cord, Serial, Parallel, USB, Int 10/100 | 223-801-00000",,1609,6409.57,https://arrowheadphx.com/220xi4-direct-thermal-thermal-transfer-bar-code-printer-223-801-00000/,True,"TT Printer 220Xi4; 300dpi, US Cord, Serial, Parallel, USB, Int 10/100",223-801-00000,,2,"[{""PRODUCT_TYPE"": ""Printer""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Industrial Printers""}, {""PRODUCT_MODEL_TYPE"": ""220Xi4""}, {""PRODUCT_FRIENDLY_NAME"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""ITEM_TYPE"": ""Standard Configurations""}, {""SHORT_MARKETING_DESC"": ""TT Printer 220Xi4; 300dpi, US Cord, Serial, Parallel, USB, Int 10/100""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Designed for fast printing of chemical drum and other wide-label applications""}, {""FEATURE_2"": ""The Zebra 220Xi4 printer is legendary for durability, outstanding print quality, fast throughput, long life and unparalleled reliability in demanding applications.""}, {""FEATURE_3"": ""The Zebra 220Xi4 is easy to integrate with a variety of network connections.""}, {""FEATURE_4"": ""The front panel display simplifies setup and has an optional customizable menu and support for a wide assortment of languages.""}, {""FEATURE_5"": ""The long-proven Xi series platform is designed and built to work nonstop, all day, every day.""}, {""IMAGE_URL"": ""https://www.zebra.com/content/dam/zebra_dam/global/photography/product/0007/220xi4-no-media-photo.220Xi4_nomedia-web-72dpi.jpeg?im=p""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""223-801-00000""}, {""LIST_PRICE"": ""8166.110000""}, {""MAP_PRICE"": ""6941.193400""}, {""SPEC_SHEET_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/spec-sheets/220xi4-spec-sheet-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/printhead-eol-printer-replacement-faq-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/Xi4-FAQs-English.docx""}, {""SUPPLY_MODEL"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""PRINT_WIDTH"": ""8.5-inch""}, {""PRINT_RESOLUTION"": ""203 dpi, 300 dpi""}, {""PRODUCT_FAMILY"": ""220Xi4""}]",https://cdn11.bigcommerce.com/s-d90c8/products/323/images/656/zebra_220xi4__64320.1338524863.500.750.jpg?c=2
223-801-00200,"TT Printer 220Xi4; 300dpi, US Cord, Serial, Parallel, USB, Int 10/100, Rewind with Peel | 223-801-00200",,1609,6985.04,https://arrowheadphx.com/zebra-220xi4-direct-thermal-thermal-transfer-tabletop-industrial-printer-223-801-00200-223-801-00200/,True,"TT Printer 220Xi4; 300dpi, US Cord, Serial, Parallel, USB, Int 10/100, Rewind with Peel",223-801-00200,,1,"[{""PRODUCT_TYPE"": ""Printer""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Industrial Printers""}, {""PRODUCT_MODEL_TYPE"": ""220Xi4""}, {""PRODUCT_FRIENDLY_NAME"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""ITEM_TYPE"": ""Standard Configurations""}, {""SHORT_MARKETING_DESC"": ""TT Printer 220Xi4; 300dpi, US Cord, Serial, Parallel, USB, Int 10/100, Rewind with Peel""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Designed for fast printing of chemical drum and other wide-label applications""}, {""FEATURE_2"": ""The Zebra 220Xi4 printer is legendary for durability, outstanding print quality, fast throughput, long life and unparalleled reliability in demanding applications.""}, {""FEATURE_3"": ""The Zebra 220Xi4 is easy to integrate with a variety of network connections.""}, {""FEATURE_4"": ""The front panel display simplifies setup and has an optional customizable menu and support for a wide assortment of languages.""}, {""FEATURE_5"": ""The long-proven Xi series platform is designed and built to work nonstop, all day, every day.""}, {""IMAGE_URL"": ""https://www.zebra.com/content/dam/zebra_dam/global/photography/product/0007/220xi4-no-media-photo.220Xi4_nomedia-web-72dpi.jpeg?im=p""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""223-801-00200""}, {""LIST_PRICE"": ""8899.290000""}, {""MAP_PRICE"": ""7564.396500""}, {""SPEC_SHEET_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/spec-sheets/220xi4-spec-sheet-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/printhead-eol-printer-replacement-faq-en-us.pdf""}, {""FAQ_URL"": ""https://www.zebra.com/content/dam/zebra_dam/en/faq/Xi4-FAQs-English.docx""}, {""SUPPLY_MODEL"": ""220Xi4 High Performance Industrial 8-inch Wide Standard""}, {""PRINT_WIDTH"": ""8.5-inch""}, {""PRINT_RESOLUTION"": ""203 dpi, 300 dpi""}, {""PRODUCT_FAMILY"": ""220Xi4""}]",https://cdn11.bigcommerce.com/s-d90c8/products/324/images/657/zebra_220xi4__93146.1338524863.500.750.jpg?c=2
G32432-1M,Kit Printhead 203 dpi 105SL| G32432-1M | G32432-1M,,1776,703.69,https://arrowheadphx.com/kit-printhead-203-dpi-for-105sl/,False,Kit Printhead 203 dpi 105SL| G32432-1M,G32432-1M,,3,"[{""Model"": ""105SL""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/325/images/784/18__30089.1339381727.500.750.GIF?c=2
G32433M,Kit Printhead 300 dpi 105SL| G32433M | G32433M,,1776,789.11,https://arrowheadphx.com/zebra-kit-printhead-300-dpi-for-105sl-g32433m/,False,Kit Printhead 300 dpi 105SL| G32433M,G32433M,,3,"[{""Model"": ""105SL""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/326/images/783/17__11725.1339381715.500.750.jpg?c=2
G32011M,Zebra Platen Roller for 105SL G32011M | G32011M,,12,84.94,https://arrowheadphx.com/zebraplaten-roller-for-105sl/,False,"<p><strong><span style=""text-decoration: underline;"">Specifications</span></strong><br /> <strong>Product Type: </strong> Plasten Rollers<br /> <strong>Compatible Printers:</strong> 105SL</p>",G32011M,,1,"[{""Model"": ""105SL""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/327/images/782/16__47611.1339381704.500.750.jpg?c=2
G32028M,Zebra Media Sensor for 105SL G32028M | G32028M,,12,121.06,https://arrowheadphx.com/zebra-media-sensor-for-105sl/,False,"<p>Media Sensor for 105SL</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <div class=""text section""> <div class=""zebra-text""> <p><strong>Call for Availability&nbsp;&nbsp;</strong></p> <p>&nbsp;</p> <p>Price and availability are subject to change.&nbsp;&nbsp;</p> <p>Printer Discontinuation Date:&nbsp;<strong>June 30, 2013</strong></p> <p>Service &amp; Support Discontinuation Date:&nbsp;<strong>September 30, 2018</strong></p> </div> </div> <div class=""columncontrol section""><span id=""columncontrol_2",G32028M,,1,"[{""Model"": ""105SL""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/328/images/785/15__78033.1339381733.500.750.jpg?c=2
G38226M,Kit Reflective Media (Black Mark) Sensor | G38226M,,12,126.9,https://arrowheadphx.com/reflective-sensor-black-mark-sensor-for-105sl-220xi3-170xi3-140xi3-110xi3/,False,"<p><span>Reflective B' Mark M Sensor for the 105SL</span></p> <p>&nbsp;</p> <div class=""text section""> <div class=""zebra-text""> <p><strong>Call for Availability&nbsp;&nbsp;</strong></p> <p>&nbsp;</p> <p>Price and availability are subject to change on all EOL parts.&nbsp;&nbsp;</p> <p>Printer Discontinuation Date:&nbsp;<strong>June 30, 2013</strong></p> <p>Service &amp; Support Discontinuation Date:&nbsp;<strong>September 30, 2018</strong></p> </div> </div> <div class=""columncontrol section""><spa",G38226M,,0.24,"[{""Model"": ""105SL""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/329/images/746/11__16774.1339367554.500.750.jpg?c=2
G46665M,"Discontinued, no longer available to order | Kit Ribbon Sensor | G46665M",,12,67.36,https://arrowheadphx.com/discontinued-no-longer-available-to-order-kit-ribbon-sensor-g46665m/,False,"<p>Discontinued item, no longer available to order new, no direct replacement</p> <p>Ribbon Out Sensor for 105SL 220Xi3+ 170Xi3+ 140Xi3+ ??????_110Xi3+</p>",G46665M,,1,"[{""Model"": ""105SL""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/330/images/760/208998__70396.1339370343.500.750.jpg?c=2
79800M,Kit Printhead 203 dpi ZM400 | 79800M,,1520,642.23,https://arrowheadphx.com/zebra-printhead-203-dpi-for-zm400-79800m/,False,Kit Printhead 203 dpi ZM400| 79800M,79800M,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Printhead 203 dpi ZM400""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""IMAGE_URL"": ""https://www.zebra.com/content/dam/zebra_dam/global/photography/product/0013/79800m-photography-product-accessory-printhead.jpg?im=p""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""79800M""}, {""LIST_PRICE"": ""682.950000""}, {""MAP_PRICE"": ""682.950000""}, {""SUPPLY_MODEL"": ""RZ400 RFID Printer (Discontinued), ZM400 Industrial (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/332/images/9125/Zebra_Technologies_79800M__98607.1566322342.500.750.jpg?c=2
79801M,Kit Printhead 300 dpi ZM400| 79801M | 79801M,,1565,767.76,https://arrowheadphx.com/zebra-printhead-300-dpi-for-zm400-79801m/,False,Kit Printhead 300 dpi ZM400| 79801M,79801M,,3,"[{""Model"": ""ZM400""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/333/images/1003/4__71999.1339649654.500.750.jpg?c=2
79802M,Kit Printhead 600 dpi ZM400| 79802M | 79802M,,1565,1851.13,https://arrowheadphx.com/zebra-printhead-600-dpi-for-zm400-79802m/,False,Kit Printhead 600 dpi ZM400| 79802M,79802M,,3,"[{""Model"": ""ZM400""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/334/images/3133/79802m__49437.1378230296.500.750.jpg?c=2
79815M,Zebra Platen Roller for ZM400 79815M | 79815M,,150,80.84,https://arrowheadphx.com/platen-roller-for-zm400/,False,"<p><strong><span style=""text-decoration: underline;"">Specifications</span></strong><br /> <strong>Compatible Printers:</strong> Zm400<br /> <strong>Product Type: </strong> Platen Roller</p>",79815M,,1,"[{""Model"": ""ZM400""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/335/images/1001/2__86193.1339649619.500.750.jpg?c=2
79848M,Kit Maint Media Sensor ZM400 | 79848M,,150,264.59,https://arrowheadphx.com/media-sensor-for-zm400/,False,"<p>Media Sensor for ZM400</p> <p>&nbsp;</p> <div class=""text section""> <div class=""zebra-text""> <p>Printer Discontinuation Date: &nbsp;<strong>September 30, 2014</strong>&nbsp;<br />Service and Support Discontinuation Date: &nbsp;<strong>December 30, 2019</strong></p> </div> </div> <div class=""columncontrol section""><span id=""columncontrol_19f3""></span> <div class=""column-control row""> <div class=""col-md-6""> <div> <div class=""calltoaction section""><span id=""calltoaction_fcfe""></span> <div class=",79848M,,1,"[{""Model"": ""ZM400""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/336/images/1000/1__83233.1339649609.500.750.jpg?c=2
79821M,KIT SENSOR RIBBON HEAD OPEN ZM | 79821M,,150,66,https://arrowheadphx.com/head-open-ribbon-out-sensor-for-zm400-zm600/,False,<p>Head Open/Ribbon Out Sensor for ZM400 &amp; ZM600</p>,79821M,,1,"[{""Model"": ""ZM400""}, {""Model"": ""ZM600""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/337/images/999/7__32810.1339649088.500.750.jpg?c=2
79825M,Zebra Control Panel for ZM400 & ZM600 79825M | 79825M,,150,519,https://arrowheadphx.com/control-panel-for-zm400-zm600/,False,<p>Control Panel for ZM400 &amp; ZM600</p>,79825M,,1,"[{""Model"": ""ZM400""}, {""Model"": ""ZM600""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/338/images/998/6__34929.1339649073.500.750.jpg?c=2
79866M,Kit Drive Belt 203 dpi ZT400 Series ZMx00 Series | 79866M,,1520,36.19,https://arrowheadphx.com/drive-belt-for-203-dpi-for-zm400-zm600/,True,Kit Drive Belt 203 dpi ZT400 Series ZMx00 Series,79866M,,2,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Spare Part Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Drive Belt 203 dpi ZT400 Series ZMx00 Series""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""79866M""}, {""LIST_PRICE"": ""36.920000""}, {""MAP_PRICE"": ""36.920000""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/339/images/997/5__84488.1339649059.500.750.jpg?c=2
79867M,Kit Drive Belt 300 & 600 dpi ZT400 Series ZMx00 Series | 79867M,,1520,36.19,https://arrowheadphx.com/drive-belt-for-300-600-dpi-for-zm400-zm600/,True,Kit Drive Belt 300 & 600 dpi ZT400 Series ZMx00 Series,79867M,,2,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Spare Part Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Drive Belt 300 & 600 dpi ZT400 Series ZMx00 Series""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""79867M""}, {""LIST_PRICE"": ""36.920000""}, {""MAP_PRICE"": ""36.920000""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/340/images/996/4__37263.1339649043.500.750.jpg?c=2
79400-001M,Kit Main Logic Board (MLB) 8MB ZMx00 Series | 79400-001M,,150,741.76,https://arrowheadphx.com/main-logic-board-8mb-for-zm400-zm600/,False,<p>Main Logic Board 8MB for ZM400 &amp; ZM600</p>,79400-001M,,1,"[{""Model"": ""ZM400""}, {""Model"": ""ZM600""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/341/images/995/3__36332.1339649028.500.750.jpg?c=2
